contractSymbol,lastTradeDate,strike,price,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,OptionType,Date,delta,yield_to_strike,Premium,ROC,RSI,Momentum,IV_percentile,NearEarnings,label
NVDA250404C00215000,2025-03-25 19:41:49+00:00,215.0,0.01,0.0,0.01,0.0,0.0,13.0,390,1.625001875,False,REGULAR,USD,CALL,2025-03-30,0.3,2.3255813953488376e-06,0.01,4.651162790697675e-05,50,0.0,1.625001875,0,0
NVDA250404C00220000,2025-03-25 13:37:51+00:00,220.0,0.01,0.0,0.01,0.0,0.0,1.0,233,1.6875015625,False,REGULAR,USD,CALL,2025-03-30,0.3,2.272727272727273e-06,0.01,4.545454545454546e-05,50,0.0,1.6875015625,0,0
NVDA250404C00225000,2025-03-17 13:58:19+00:00,225.0,0.02,0.0,0.01,0.0,0.0,448.0,662,1.71875140625,False,REGULAR,USD,CALL,2025-03-30,0.3,4.444444444444445e-06,0.02,8.888888888888889e-05,50,0.0,1.71875140625,0,0
NVDA250404C00230000,2025-03-17 16:05:51+00:00,230.0,0.01,0.0,0.01,0.0,0.0,84.0,128,1.75000125,False,REGULAR,USD,CALL,2025-03-30,0.3,2.173913043478261e-06,0.01,4.347826086956522e-05,50,0.0,1.75000125,0,0
NVDA250404C00235000,2025-03-18 18:05:20+00:00,235.0,0.01,0.0,0.01,0.0,0.0,2.0,148,1.8125009374999999,False,REGULAR,USD,CALL,2025-03-30,0.3,2.1276595744680853e-06,0.01,4.2553191489361704e-05,50,0.0,1.8125009374999999,0,0
NVDA250404C00240000,2025-03-26 13:30:00+00:00,240.0,0.01,0.0,0.01,0.0,0.0,6.0,211,1.875000625,False,REGULAR,USD,CALL,2025-03-30,0.3,2.0833333333333334e-06,0.01,4.1666666666666665e-05,50,0.0,1.875000625,0,0
NVDA250404P00050000,2025-03-28 19:51:34+00:00,50.0,0.01,0.0,0.01,0.0,0.0,5626.0,4697,1.96875015625,False,REGULAR,USD,PUT,2025-03-30,0.3,1e-05,0.01,0.0002,50,0.0,1.96875015625,0,0
NVDA250404P00055000,2025-03-28 19:46:13+00:00,55.0,0.01,0.0,0.01,0.0,0.0,6158.0,8504,1.75000125,False,REGULAR,USD,PUT,2025-03-30,0.3,9.090909090909093e-06,0.01,0.00018181818181818183,50,0.0,1.75000125,0,0
NVDA250404P00060000,2025-03-28 19:59:47+00:00,60.0,0.02,0.0,0.02,0.0,0.0,4837.0,18690,1.625001875,False,REGULAR,USD,PUT,2025-03-30,0.3,1.6666666666666667e-05,0.02,0.0003333333333333333,50,0.0,1.625001875,0,0
NVDA250404P00065000,2025-03-28 19:59:31+00:00,65.0,0.02,0.01,0.02,0.0,0.0,14634.0,23419,1.484377578125,False,REGULAR,USD,PUT,2025-03-30,0.3,1.5384615384615387e-05,0.02,0.0003076923076923077,50,0.0,1.484377578125,0,0
NVDA250404P00070000,2025-03-28 19:54:09+00:00,70.0,0.02,0.02,0.04,-0.01,-33.333336,3674.0,19676,1.3906280468749999,False,REGULAR,USD,PUT,2025-03-30,0.3,1.4285714285714287e-05,0.02,0.00028571428571428574,50,0.0,1.3906280468749999,0,0
NVDA250404P00075000,2025-03-28 19:58:47+00:00,75.0,0.04,0.03,0.04,0.0,0.0,8003.0,19336,1.21875390625,False,REGULAR,USD,PUT,2025-03-30,0.3,2.666666666666667e-05,0.04,0.0005333333333333334,50,0.0,1.21875390625,0,0
NVDA250404P00080000,2025-03-28 19:57:47+00:00,80.0,0.05,0.04,0.05,0.01,25.0,6394.0,8760,1.0625046875000002,False,REGULAR,USD,PUT,2025-03-30,0.3,3.125e-05,0.05,0.000625,50,0.0,1.0625046875000002,0,0
NVDA250404P00085000,2025-03-28 19:57:56+00:00,85.0,0.06,0.06,0.07,0.0,0.0,5724.0,4720,0.9257819921875,False,REGULAR,USD,PUT,2025-03-30,0.3,3.529411764705882e-05,0.06,0.0007058823529411764,50,0.0,0.9257819921875,0,0
NVDA250404P00090000,2025-03-28 19:59:44+00:00,90.0,0.09,0.09,0.1,-0.009999998,-9.999998,2387.0,6395,0.78711150390625,False,REGULAR,USD,PUT,2025-03-30,0.3,5e-05,0.09,0.001,50,0.0,0.78711150390625,0,0
NVDA250404P00095000,2025-03-28 19:59:28+00:00,95.0,0.2,0.19,0.21,0.010000005,5.2631607,5870.0,4988,0.6914093359375001,False,REGULAR,USD,PUT,2025-03-30,0.3,0.00010526315789473685,0.2,0.002105263157894737,50,0.0,0.6914093359375001,0,0
NVDA250404P00100000,2025-03-28 19:59:57+00:00,100.0,0.52,0.52,0.53,0.059999973,13.043472,29689.0,26872,0.6269568554687501,False,REGULAR,USD,PUT,2025-03-30,0.3,0.00026,0.52,0.0052,50,0.0,0.6269568554687501,0,0
NVDA250404P00102000,2025-03-28 19:59:49+00:00,102.0,0.78,0.78,0.79,0.099999964,14.705877,10069.0,2759,0.6084023535156251,False,REGULAR,USD,PUT,2025-03-30,0.3,0.0003823529411764706,0.78,0.007647058823529412,50,0.0,0.6084023535156251,0,0
NVDA250404P00103000,2025-03-28 19:59:51+00:00,103.0,0.95,0.95,0.97,0.13999999,17.283949,7020.0,2895,0.6010782080078126,False,REGULAR,USD,PUT,2025-03-30,0.3,0.00046116504854368934,0.95,0.009223300970873786,50,0.0,0.6010782080078126,0,0
NVDA250404P00104000,2025-03-28 19:59:54+00:00,104.0,1.17,1.15,1.17,0.20999998,21.874998,22058.0,5304,0.5922892333984376,False,REGULAR,USD,PUT,2025-03-30,0.3,0.0005625,1.17,0.01125,50,0.0,0.5922892333984376,0,0
NVDA250404P00105000,2025-03-28 19:59:52+00:00,105.0,1.4,1.4,1.42,0.25,21.739132,46519.0,22279,0.586918193359375,False,REGULAR,USD,PUT,2025-03-30,0.3,0.0006666666666666666,1.4,0.013333333333333332,50,0.0,0.586918193359375,0,0
NVDA250404P00106000,2025-03-28 19:59:42+00:00,106.0,1.69,1.69,1.7,0.34000003,25.185188,7745.0,6595,0.5805706005859376,False,REGULAR,USD,PUT,2025-03-30,0.3,0.0007971698113207547,1.69,0.015943396226415094,50,0.0,0.5805706005859376,0,0
NVDA250404P00107000,2025-03-28 19:59:59+00:00,107.0,2.02,2.01,2.03,0.42999995,27.044022,9736.0,5521,0.5737347314453125,False,REGULAR,USD,PUT,2025-03-30,0.3,0.0009439252336448599,2.02,0.018878504672897197,50,0.0,0.5737347314453125,0,0
NVDA250404P00108000,2025-03-28 19:59:54+00:00,108.0,2.38,2.37,2.4,0.48000014,25.263166,23653.0,12613,0.5659223095703125,False,REGULAR,USD,PUT,2025-03-30,0.3,0.001101851851851852,2.38,0.022037037037037036,50,0.0,0.5659223095703125,0,0
NVDA250404P00109000,2025-03-28 19:59:56+00:00,109.0,2.79,2.78,2.82,0.54999995,24.553568,23844.0,5190,0.5585981640625001,False,REGULAR,USD,PUT,2025-03-30,0.3,0.0012798165137614679,2.79,0.025596330275229357,50,0.0,0.5585981640625001,0,0
NVDA250404P00110000,2025-03-28 19:59:41+00:00,110.0,3.24,3.2,3.3,0.6500001,25.096529,59686.0,24445,0.5488326367187502,True,REGULAR,USD,PUT,2025-03-30,0.3,0.001472727272727273,3.24,0.029454545454545455,50,0.0,0.5488326367187502,0,0
NVDA250404P00111000,2025-03-28 19:59:54+00:00,111.0,3.77,3.7,3.8,0.72,23.606558,15637.0,9802,0.5385788330078126,True,REGULAR,USD,PUT,2025-03-30,0.3,0.0016981981981981982,3.77,0.033963963963963964,50,0.0,0.5385788330078126,0,0
NVDA250404P00112000,2025-03-28 19:59:42+00:00,112.0,4.3,4.3,4.35,0.7700002,21.813038,10489.0,10779,0.5324753784179688,True,REGULAR,USD,PUT,2025-03-30,0.3,0.001919642857142857,4.3,0.03839285714285714,50,0.0,0.5324753784179688,0,0
NVDA250404P00113000,2025-03-28 19:59:02+00:00,113.0,4.95,4.9,5.0,0.9499998,23.749996,5839.0,5248,0.5261277856445312,True,REGULAR,USD,PUT,2025-03-30,0.3,0.002190265486725664,4.95,0.04380530973451328,50,0.0,0.5261277856445312,0,0
NVDA250404P00114000,2025-03-28 19:58:59+00:00,114.0,5.55,5.55,5.65,0.96000004,20.915033,5240.0,5453,0.514653291015625,True,REGULAR,USD,PUT,2025-03-30,0.3,0.0024342105263157896,5.55,0.04868421052631579,50,0.0,0.514653291015625,0,0
NVDA250404P00115000,2025-03-28 19:59:37+00:00,115.0,6.3,6.15,6.4,1.0700002,20.458893,9453.0,19632,0.5249070947265625,True,REGULAR,USD,PUT,2025-03-30,0.3,0.0027391304347826086,6.3,0.05478260869565217,50,0.0,0.5249070947265625,0,0
NVDA250404P00116000,2025-03-28 19:59:46+00:00,116.0,7.05,6.9,7.15,1.1800003,20.10222,5540.0,16006,0.5151415673828125,True,REGULAR,USD,PUT,2025-03-30,0.3,0.0030387931034482757,7.05,0.060775862068965514,50,0.0,0.5151415673828125,0,0
NVDA250404P00117000,2025-03-28 19:58:54+00:00,117.0,7.85,7.6,8.05,1.1799998,17.691153,1697.0,4453,0.5351608984375,True,REGULAR,USD,PUT,2025-03-30,0.3,0.0033547008547008548,7.85,0.06709401709401709,50,0.0,0.5351608984375,0,0
NVDA250404P00118000,2025-03-28 19:58:37+00:00,118.0,8.7,8.4,8.9,1.2999997,17.567562,1350.0,4028,0.5346726220703125,True,REGULAR,USD,PUT,2025-03-30,0.3,0.0036864406779661013,8.7,0.07372881355932202,50,0.0,0.5346726220703125,0,0
NVDA250404P00119000,2025-03-28 19:59:41+00:00,119.0,9.65,9.3,9.9,1.5899992,19.727036,838.0,2896,0.5751995605468749,True,REGULAR,USD,PUT,2025-03-30,0.3,0.004054621848739496,9.65,0.08109243697478992,50,0.0,0.5751995605468749,0,0
NVDA250404P00120000,2025-03-28 19:59:13+00:00,120.0,10.55,10.35,10.9,1.4200001,15.5531225,2995.0,7887,0.5127001855468749,True,REGULAR,USD,PUT,2025-03-30,0.3,0.004395833333333334,10.55,0.08791666666666667,50,0.0,0.5127001855468749,0,0
NVDA250404P00121000,2025-03-28 19:54:40+00:00,121.0,11.6,11.15,11.8,1.6000004,16.000004,327.0,2756,0.6181678808593751,True,REGULAR,USD,PUT,2025-03-30,0.3,0.004793388429752066,11.6,0.09586776859504131,50,0.0,0.6181678808593751,0,0
NVDA250404P00122000,2025-03-28 19:53:59+00:00,122.0,12.55,12.1,12.75,1.8699999,17.509361,431.0,3580,0.6347692773437501,True,REGULAR,USD,PUT,2025-03-30,0.3,0.005143442622950821,12.55,0.1028688524590164,50,0.0,0.6347692773437501,0,0
NVDA250404P00123000,2025-03-28 19:48:40+00:00,123.0,13.3,13.05,13.7,1.46,12.331081,386.0,2376,0.648441015625,True,REGULAR,USD,PUT,2025-03-30,0.3,0.005406504065040651,13.3,0.10813008130081302,50,0.0,0.648441015625,0,0
NVDA250404P00124000,2025-03-28 19:57:37+00:00,124.0,14.2,14.15,14.65,1.3999996,10.937497,369.0,1309,0.659183095703125,True,REGULAR,USD,PUT,2025-03-30,0.3,0.005725806451612903,14.2,0.11451612903225807,50,0.0,0.659183095703125,0,0
NVDA250404P00125000,2025-03-28 19:59:18+00:00,125.0,15.35,15.15,15.55,1.7300005,12.701912,711.0,4876,0.6367223828125,True,REGULAR,USD,PUT,2025-03-30,0.3,0.00614,15.35,0.12279999999999999,50,0.0,0.6367223828125,0,0
NVDA250404P00126000,2025-03-28 19:54:40+00:00,126.0,16.5,16.0,16.6,2.0100002,13.871637,189.0,888,0.6962920996093751,True,REGULAR,USD,PUT,2025-03-30,0.3,0.006547619047619049,16.5,0.13095238095238096,50,0.0,0.6962920996093751,0,0
NVDA250404P00127000,2025-03-28 19:44:13+00:00,127.0,17.33,16.9,17.65,1.8099995,11.662367,128.0,648,0.7539087109375,True,REGULAR,USD,PUT,2025-03-30,0.3,0.0068228346456692904,17.33,0.1364566929133858,50,0.0,0.7539087109375,0,0
NVDA250404P00128000,2025-03-28 19:54:13+00:00,128.0,18.48,18.0,18.65,2.0599995,12.545672,148.0,1570,0.7841818457031251,True,REGULAR,USD,PUT,2025-03-30,0.3,0.00721875,18.48,0.144375,50,0.0,0.7841818457031251,0,0
NVDA250404P00129000,2025-03-28 19:43:14+00:00,129.0,19.15,18.95,19.65,1.3500004,7.5842724,151.0,779,0.81445498046875,True,REGULAR,USD,PUT,2025-03-30,0.3,0.007422480620155038,19.15,0.14844961240310076,50,0.0,0.81445498046875,0,0
NVDA250404P00130000,2025-03-28 19:37:08+00:00,130.0,20.19,20.05,20.65,1.710001,9.253252,172.0,1655,0.5468795312500001,True,REGULAR,USD,PUT,2025-03-30,0.3,0.007765384615384616,20.19,0.1553076923076923,50,0.0,0.5468795312500001,0,0
NVDA250404P00131000,2025-03-28 19:45:23+00:00,131.0,21.41,20.95,21.65,1.9699993,10.133741,73.0,57,0.8730481445312499,True,REGULAR,USD,PUT,2025-03-30,0.3,0.008171755725190839,21.41,0.1634351145038168,50,0.0,0.8730481445312499,0,0
NVDA250404P00132000,2025-03-28 19:29:54+00:00,132.0,22.12,21.6,23.1,1.6000004,7.7972727,2.0,5,0.585941640625,True,REGULAR,USD,PUT,2025-03-30,0.3,0.00837878787878788,22.12,0.16757575757575757,50,0.0,0.585941640625,0,0
NVDA250404P00133000,2025-03-28 14:10:13+00:00,133.0,23.45,22.6,24.1,2.0500011,9.579445,4.0,5,0.6093789062500001,True,REGULAR,USD,PUT,2025-03-30,0.3,0.008815789473684211,23.45,0.1763157894736842,50,0.0,0.6093789062500001,0,0
NVDA250404P00134000,2025-03-28 14:10:13+00:00,134.0,23.73,23.6,25.1,2.1299992,9.861107,12.0,0,0.6250037500000001,True,REGULAR,USD,PUT,2025-03-30,0.3,0.0088544776119403,23.73,0.177089552238806,50,0.0,0.6250037500000001,0,0
NVDA250404P00135000,2025-03-28 18:35:50+00:00,135.0,24.9,24.7,26.0,1.5,6.410257,6.0,10,0.648441015625,True,REGULAR,USD,PUT,2025-03-30,0.3,0.009222222222222222,24.9,0.18444444444444444,50,0.0,0.648441015625,0,0
NVDA250404P00136000,2025-03-27 19:54:40+00:00,136.0,24.45,25.6,27.1,0.0,0.0,220.0,1,0.6718782812500002,True,REGULAR,USD,PUT,2025-03-30,0.3,0.008988970588235294,24.45,0.17977941176470588,50,0.0,0.6718782812500002,0,0
NVDA250404P00137000,2025-03-27 19:54:40+00:00,137.0,24.5,26.6,28.1,-0.95000076,-3.7328124,2.0,2,0.6875031250000001,True,REGULAR,USD,PUT,2025-03-30,0.3,0.00894160583941606,24.5,0.17883211678832117,50,0.0,0.6875031250000001,0,0
NVDA250404P00138000,2025-03-27 19:43:39+00:00,138.0,25.85,27.6,29.1,0.0,0.0,89.0,6,0.710940390625,True,REGULAR,USD,PUT,2025-03-30,0.3,0.009365942028985509,25.85,0.18731884057971016,50,0.0,0.710940390625,0,0
NVDA250404P00139000,2025-03-27 19:03:28+00:00,139.0,26.7,28.6,30.1,0.0,0.0,27.0,4,0.726565234375,True,REGULAR,USD,PUT,2025-03-30,0.3,0.00960431654676259,26.7,0.1920863309352518,50,0.0,0.726565234375,0,0
NVDA250404P00140000,2025-03-28 19:25:21+00:00,140.0,29.84,29.7,31.0,1.1399994,3.9721231,18.0,23,0.7500025,True,REGULAR,USD,PUT,2025-03-30,0.3,0.010657142857142858,29.84,0.21314285714285713,50,0.0,0.7500025,0,0
NVDA250404P00141000,2025-03-27 19:39:30+00:00,141.0,28.55,30.6,32.1,0.0,0.0,32.0,8,0.7656273437500001,True,REGULAR,USD,PUT,2025-03-30,0.3,0.010124113475177306,28.55,0.20248226950354611,50,0.0,0.7656273437500001,0,0
NVDA250404P00142000,2025-03-27 16:39:07+00:00,142.0,29.55,31.6,33.1,0.0,0.0,28.0,1,0.7812521875,True,REGULAR,USD,PUT,2025-03-30,0.3,0.01040492957746479,29.55,0.20809859154929577,50,0.0,0.7812521875,0,0
NVDA250404P00143000,2025-03-27 19:39:30+00:00,143.0,30.55,32.6,34.1,0.0,0.0,78.0,0,0.804689453125,True,REGULAR,USD,PUT,2025-03-30,0.3,0.010681818181818183,30.55,0.21363636363636365,50,0.0,0.804689453125,0,0
NVDA250404P00144000,2025-03-27 19:54:40+00:00,144.0,32.45,33.6,35.1,0.0,0.0,65.0,3,0.8203142968749999,True,REGULAR,USD,PUT,2025-03-30,0.3,0.011267361111111113,32.45,0.22534722222222225,50,0.0,0.8203142968749999,0,0
NVDA250404P00145000,2025-03-27 16:18:32+00:00,145.0,32.1,34.7,36.0,0.0,0.0,55.0,0,0.8437515624999999,True,REGULAR,USD,PUT,2025-03-30,0.3,0.011068965517241382,32.1,0.2213793103448276,50,0.0,0.8437515624999999,0,0
NVDA250404P00146000,2025-03-28 14:10:26+00:00,146.0,35.52,35.6,37.1,1.1199989,3.2558105,4.0,20,0.85937640625,True,REGULAR,USD,PUT,2025-03-30,0.3,0.012164383561643836,35.52,0.24328767123287673,50,0.0,0.85937640625,0,0
NVDA250404P00147000,2025-03-27 19:20:02+00:00,147.0,34.45,36.6,38.1,0.0,0.0,94.0,2,0.87500125,True,REGULAR,USD,PUT,2025-03-30,0.3,0.011717687074829933,34.45,0.23435374149659866,50,0.0,0.87500125,0,0
NVDA250404P00148000,2025-03-27 18:37:11+00:00,148.0,37.45,37.6,39.1,1.75,4.901961,7.0,4,0.8906260937499999,True,REGULAR,USD,PUT,2025-03-30,0.3,0.012652027027027028,37.45,0.25304054054054054,50,0.0,0.8906260937499999,0,0
NVDA250404P00149000,2025-03-27 19:04:50+00:00,149.0,36.75,38.6,40.1,0.0,0.0,100.0,0,0.9062509375,True,REGULAR,USD,PUT,2025-03-30,0.3,0.012332214765100671,36.75,0.24664429530201343,50,0.0,0.9062509375,0,0
NVDA250404P00150000,2025-03-28 16:51:20+00:00,150.0,40.18,39.7,41.0,2.4300003,6.437087,10.0,2,0.929688203125,True,REGULAR,USD,PUT,2025-03-30,0.3,0.013393333333333333,40.18,0.26786666666666664,50,0.0,0.929688203125,0,0
NVDA250404P00152500,2025-03-27 18:37:11+00:00,152.5,42.25,42.1,43.6,2.0499992,5.0995,6.0,0,0.9687503125,True,REGULAR,USD,PUT,2025-03-30,0.3,0.013852459016393443,42.25,0.27704918032786885,50,0.0,0.9687503125,0,0
NVDA250404P00155000,2025-03-27 18:37:11+00:00,155.0,42.7,44.7,46.0,0.0,0.0,69.0,1,1.015629921875,True,REGULAR,USD,PUT,2025-03-30,0.3,0.013774193548387098,42.7,0.27548387096774196,50,0.0,1.015629921875,0,0
NVDA250404P00157500,2025-03-27 16:22:00+00:00,157.5,44.6,47.1,48.6,0.0,0.0,17.0,1,1.0546922265625,True,REGULAR,USD,PUT,2025-03-30,0.3,0.01415873015873016,44.6,0.2831746031746032,50,0.0,1.0546922265625,0,0
NVDA250404P00160000,2025-03-27 13:51:17+00:00,160.0,47.6,49.7,51.0,0.0,0.0,12.0,0,1.09375453125,True,REGULAR,USD,PUT,2025-03-30,0.3,0.014875,47.6,0.2975,50,0.0,1.09375453125,0,0
NVDA250404P00165000,2025-03-26 14:12:52+00:00,165.0,49.7,54.7,56.0,0.0,0.0,15.0,0,1.171879140625,True,REGULAR,USD,PUT,2025-03-30,0.3,0.01506060606060606,49.7,0.3012121212121212,50,0.0,1.171879140625,0,0
NVDA250404P00170000,2025-03-28 14:00:07+00:00,170.0,58.49,59.7,61.0,9.390003,19.124243,2.0,0,1.2500037499999999,True,REGULAR,USD,PUT,2025-03-30,0.3,0.017202941176470588,58.49,0.34405882352941175,50,0.0,1.2500037499999999,0,0
NVDA250404P00175000,2025-02-28 18:38:18+00:00,175.0,54.0,64.7,66.0,0.0,0.0,22.0,0,1.3203158984374999,True,REGULAR,USD,PUT,2025-03-30,0.3,0.015428571428571429,54.0,0.30857142857142855,50,0.0,1.3203158984374999,0,0
NVDA250404P00180000,2025-03-18 13:35:25+00:00,180.0,63.0,69.7,71.0,0.0,0.0,10.0,0,1.3906280468749999,True,REGULAR,USD,PUT,2025-03-30,0.3,0.017499999999999998,63.0,0.35,50,0.0,1.3906280468749999,0,0
NVDA250404P00195000,2025-03-19 14:03:35+00:00,195.0,77.81,84.7,86.0,0.0,0.0,,0,1.5859395703124997,True,REGULAR,USD,PUT,2025-03-30,0.3,0.019951282051282052,77.81,0.39902564102564103,50,0.0,1.5859395703124997,0,0
NVDA250404P00200000,2025-03-24 19:54:18+00:00,200.0,78.25,89.7,91.0,0.0,0.0,10.0,0,1.640626796875,True,REGULAR,USD,PUT,2025-03-30,0.3,0.0195625,78.25,0.39125,50,0.0,1.640626796875,0,0
NVDA250404P00210000,2025-03-27 19:55:15+00:00,210.0,98.74,99.7,101.0,0.0,0.0,1.0,1,1.765626171875,True,REGULAR,USD,PUT,2025-03-30,0.3,0.02350952380952381,98.74,0.47019047619047616,50,0.0,1.765626171875,0,0
NVDA250404P00235000,2025-03-14 17:26:40+00:00,235.0,114.5,124.7,126.0,0.0,0.0,,0,2.031254921875,True,REGULAR,USD,PUT,2025-03-30,0.3,0.024361702127659576,114.5,0.48723404255319147,50,0.0,2.031254921875,0,0
NVDA250404P00240000,2025-03-17 17:39:40+00:00,240.0,120.65,129.7,131.0,0.0,0.0,1.0,0,2.0781298046874994,True,REGULAR,USD,PUT,2025-03-30,0.3,0.025135416666666667,120.65,0.5027083333333333,50,0.0,2.0781298046874994,0,0
